,keyword,comments,polarity
10,app,I don't have referral option in my app,0.0
10,app,"Sent e mail only, no interaction with the representative. Hence 1 & 2 are not applicable",0.0
10,app,"I want to suggest you make your app more user friendly and also add the service of ola , uber and IRCTC to book train ticket . You can also add a chat box where user can chat in with the person and from Their only they can direct send money. And for entertainment add your tata play or tata bing.",0.24375
10,app,I had issues for edit name which automatically wrongly taken from app,-0.5
10,app,"I checked out my order from the tata 1mg store on tata neu. the app tells me that the payment has failed , the bank has sent me the msg that my credit card has been debited. All I have been told by customer service is that if amount has been debited it will be reversed - but the main point is that tata neu is sending me notifications that the payment has failed. I have also shared the screenshot of the debit notification received from icici bank",-0.2777777777777778
10,app,Am myself going to uninstall this app from my phone. Pathetic service and response.,-1.0
10,app,The customer care executive is lacking product awareness. My query was that I am unable to find any option for recharging prepaid mobile through UPI. Only option available during checkout is debit / credit card. Her reply was The mobile recharge for prepaid is not available. We are working on that. All in all an undercooked app and an even more undercooked support team. Pathetic. So poor that even my emails and feedback were left unanswered. Very very poor from such a big company Tata,-0.1516666666666667
10,app,Highly impressed with the app. Integrate other Tata apps like Star Mart also .,0.4375
10,app,I refered Tata neu to friends and one have registered using my referral code. I felt sorry to him for recommending this app and have requested to uninstall Tata neu like me.,-0.5
10,app,Poor app,-0.4
10,app,I can only recommend when I feel the app more user-friendly. Many more changes needed.,0.375
10,app,"everyone is taking lot of time to give proper response, what is the point of time to order online when you need to chat with customer service team for an hour if some thing goes wrong(thats what happens",0.0
10,app,happy,0.8
10,app,faster your app servers,0.0
10,app,"took significant time to process the order, checkout and payment gateway. seems to be technical glitch in app. i tried 10 times to check-out but the time slot tab was not functioning.",0.1875
10,app,V good I'm fully happy,0.75
10,app,"Grocery part is not accessible, app gets hanged in the case of clicking Grocery. For some other items also App gets hanged. Secondly I am having 2 Accounts of Tata 1 mg and I have been operating the one with Mobile No. 9981491770. (Email id daudchoudhary@gmail. com. I want this account be merged with Tata Neu App with Mobile No. 9424442773 (email id -daudchoudhary@yahoo. com), but somehow it is not getting done. Earlier also I requested to chnage my mobile no. From 9981491770 to 9424442773, but I was informed it is not possible. If it isnot possible, atleast transfer all my Orders and Prescriptions to the Account with Mobile No.9424442773, for records.",-0.052083333333333336
10,app,Slow non responsive app,-0.30000000000000004
10,app,"The response from your Customer Service was excellent, very quick, and, to the point. However, it is too early to judge your App. I was trying to pay subscription for my DTH Service. The app failed to recognise my Customer Number. I, however, could complete the transaction by scanning the QR Code. Right now, I am trying to open the app and want to make some purchase and pay for my phone bill. The app is hanging. Apparently, your server is too small to take the load of the users at one point of time. I am trying since last half an hour, without any luck. Best wishes. Binay Dutta",0.17103174603174606
10,app,"My Middle name is Ranjan but unfortunately your customer service told me only three letter allowed. Kaise app design kiyo bhai ek midle name bhi nahi ho pata apke side me . Jiska middle name he wo kya karega. sirf fist or last name likhega. Bhai aur kya apko pan, adhaar au bank statement dena padega. bhai au bhi app hai.",-0.1
10,app,"He was not ready to take the complaint w r. t to Tata 1mg cash which disappeared and I didn't got Neucash, instead he was like send a email. Which I found he should had done it",-0.2
10,app,First experience of this new payment is very worst. First payment itself failed and I need to wait for 7 days to get the amount back. Luckily I spent 500 rs . Just consider if i ordered 30000 product and payment got failed then I need to wait for 7 days to get back 30k and order it again. If again failed then again 7 days need to wait. Is this quality of application.,-0.19636363636363635
10,app,"I have done my mobile bill payment on 27th March,2022 due to some issues transaction got failed but amount got deducted which not yet received to me after 12+ days. Still executive saying they are looking for it. Whenever I approach them by app's chat.",-0.3125
10,app,"Nothing is resolved at all. If I am mot able to use UPI, this app is worthless for me and only capture space on my phone.",-0.10000000000000002
10,app,"It's, amazing & intrested in new tata neu app i would suggest : 1. Fast opening app need becoz icon image taking 5 sec 2. Fastest transactions in one second with more options 3. Background to be white so it reach out more more 4. In ads show it features like ( fastest transactions, booking tickets etc. ) so it will be use youth very fastly , if youth uses whole country will reach out it I support this app , it new i understand it's take time . your services ,response team always good â˜ºï¸",0.27944055944055946
10,app,"I understand the product will involve as time goes and I don't have any concern with the UI or how smoothly the app integrates with other apps owned by Tata but while doing payments through the app, the payment page kept loading and nothing happened. I spent at least an hour to complete my payment and still unable to do so even after taking help from customer service. Finally, I completed my payment through Bigbasket app. I really don't understand, how hard it is for a product to pull payment details from the gateway. I was so disappointed.",-0.13666666666666666
10,app,"the issue was , why electricity bill was not paid when the money already debit from my debit card. well as per tata neu, i will get refund in next 5 days. lets see. and what about the payments. if for the payment i have to switch to amazon as it clearly shows that tata neu app is not able to paying the bill then why i need tata neu app.",-0.04999999999999999
10,app,The time taken in chat was high. Also making my first BSNL bill payment did not earn me any benefit. So disappointed.,-0.11333333333333333
10,app,"My order no ws892171990 not yet delivered and do not know the status also. Kindly look in to my concern. This is new app, i don't want to blame at this moment, hope should be better in future. Please improve upon. Dixit 9963290066",0.3090909090909091
10,app,The app is half cooked and there has been a rush in requesting us to download it . Call Center employees are taking the brunt of the poor management decision. my first 2 orders have gone for a toss .,-0.10416666666666669
10,app,Never get any solutions to issues raised. Just receive auto emailers. high problems of integrations in the app,0.16
10,app,"My issue with pending refund has not been resolved. The customer care is always eager to close the complaint tickets without providing resolution or making any progress on the issue. The whole experience of repeated reminders, requests and calls is harrowing to say the least. Extremely disappointed.",-0.2875
10,app,I'm unable to find more information about your app through representative.,0.0
10,app,You app not good,-0.35
10,app,No resolution for my query has been answered. The ticket has been closed automatically without any resolution and response. Everytime I ask for an update you guys give me a new ticket id but no resolution is happening on any of those tickets. Totally useless customer support service this is,-0.15454545454545454
10,app,Thanks to customer care suggestion reinstall for transection issue. UPI registration is blocked for today I can't do transection through this app for entire day.,0.1
10,app,Its very worst for me In app u showing 5% neucoin but when we use and purchased from app than u are not giving it. Also ur customer care number continually showing switche off. Very very bad experience,-0.9549999999999998
10,app,"There was no solution with customer care about the customer problem. How application is picking customer name without customer consent. Now for change, you are asking valid proof. Please correct.",0.0
10,app,"Please improve the total app,. UPI ACCESS REQUIRED URGENT",0.0
10,app,Thank you to tata and tata neu i am so much happy i am reffering to my all friend,0.8
10,app,Add neu coins on UPI payments also and also give some reward when I refer to my friends. other wise app is good.,0.425
10,app,Concept of tata neu is very good. But I think app some time lag. So please solve this issue. I request big busket products available all over India.,0.4366666666666667
10,app,"They don't know most of the process, they keep pointing fingers at each other. I did my booking using Tata Neu app, but they ask me to check with Airline. Airline in turn points me to Tata Neu.",0.1875
10,app,It seems the app is still not working as expected. The development team has to debug the app. Experience is not good so far.,-0.11666666666666665
10,app,The app isn't even usable as the app needs to be fully operational and all the basic bugs should be removed immediately.,0.0
10,app,CSR just disappeared without solving issue. :(,-0.75
10,app,Thank you for help and thank you TATA Nue Team for such wonderful application,0.5
10,app,Very nice and setisfide for calling for coustomer care tata new app best for loan and upi,0.6387878787878788
10,app,I was told to uninstall and reinstall the app. I made payment for Tata Play but canâ€™t buy anything after reinstalling. Installing/un installing or switching on/off is normal first aid if any system is malfunctioning or not working. The app needs to be smooth in all respects in the era of competition.,0.26666666666666666
10,app,"My issue didn't get resolved, I didn't get it what I ask for. The customer service representative was telling to logout and login, or reinstall the app will solve.",0.0
10,app,Customers support good but not best. Tata if u competition then do much better app and customer service,0.2333333333333333
10,app,Very good growing tata. I wish tata neu next revulation app in india for better future,0.3525
10,app,Hello Sir I am unable to do my transactions by UPI mode it is not showing UPI mode option while doing transaction there is only one option showing of cards Payment mode. The UPI I'd has successfully registered and I can check my account balance also but still can't do transactions throughout UPI payment mode. I have also raised the complaint regarding this issue but still it has been not solved I has been showing pending. Please solve this issue as soon as possible or else I have to uninstall tata neu app. Thank You,-0.009999999999999998
10,app,Good app and good customer service,0.7
10,app,"Good, improve the app",0.7
10,app,Three is no any offers to paying bills. And all companies applications are giving discount. But compare to all companies tata is a big company but no use at all I thing so. Sorry to say this type of answers. I strongly will not recommend to anyone in this society sorry to say this once again.,-0.09333333333333335
10,app,"Customer service executive was good. But, abruptly cut the call. However the issue is with NeuCoins. Itâ€™s advertised as 5% across the app but has hidden terms and conditions. Thatâ€™s misleading",0.1361111111111111
10,app,Great service. All the best for the app's success. Needs such good representatives.,0.5599999999999999
10,app,Very convenient and user friendly app,0.2875
10,app,Have provided the feedback on Tata Neu App navigation with the team for better user experience. Still need more improvements on the user experience on Tata Neu app,0.5
10,app,I am very Happy to resolved my concern timly & i would be suggest to my family members & my friends to download tata neu app shop with very good experince,0.955
10,app,"My issue it not resolved. I can understand that TATA is constantly working on improvements in the new APP. I being a huge fan of TATA, it's my responsibility to stand with TATA at this early stage. Hope all the issues including slow response of the APP to many transactions will be resolved soon. With that faith in TATA I keep on promoting the app amongst all my associates.",0.13939393939393938
10,app,"Your app on iPhone is very slow, and ridden with bugs. Please resolve ASAP before customers loose interest.",-0.2334615384615385
10,app,This app need to improvise more from all the aspects from consumer side.,0.5
10,app,"Please update Tata neu Payment system user interface should be quick or fast. at similar conditions other apps are quick (like phone pe, bhim)",0.14833333333333334
10,app,"I am really not happy as i am using TATA NEU from past 4-5 months being a TATA employee customers are cheated , My problem was not solved. Why we take help from customer care to get a solution but till now no action or call from any one what care are you taking over your customers. Very pathetic to see such service by not giving what actual is. Never faced this issue . I have given screeshots but no use , I have shared the proofs of transaction , order summary but till now no reply on this same & query is directly marked as closed without solution.",-0.1888888888888889
10,app,I hope Tata will do best Quality services/Business. This application and its alignments are too bad. We indians always support Tata. Before Tata always bothered about Indias. Great step. .,0.3666666666666667
10,app,I really like the app but why do i need to provide govt id to change the name and DOB which i haven't entered the app took by itself and even google doesnt asks id proof an all to change name and DOB,0.2
10,app,"Customer service and the CROMA store both work independently, NEU customer care representative should have access to order placed at store or on the app as well. It has been 5 days since i placed my order and till date nobody calls back to inform the status. Last time when I ordered using coins on the app, the product was delivered late and also was open. For past one month I am only trying to place order of echo dot.",-0.07857142857142858
10,app,I want you to remove any bugs that are present in this initial version of the app. Because the app wasn't responding when I tried multiple times to register to UPI.,0.0
10,app,Bogus and fraud app,0.0
10,app,Surprised to basic things are not working. Waste of time to use this app,-0.03333333333333333
10,app,"Include more products in each & every category. There are a lot of commercial products missing in ur super app. I was searching for gym equipments like resistance band, pull up bar etc. But I couldn't find any of them except tread mill & few others. There is no other options left for us than amazon & Flipkart.",0.07083333333333333
10,app,"Hi, I am a UX designer and I was just browsing the application. I came across a big problem that I did not receive any notification of the customer service representative responding to my query. Apart from the chat support I came across a lot of bugs that are present in the application.",0.0
10,app,Totally disappoints,0.0
10,app,Better to move away from thjs app,0.5
10,app,Totally disappointed with the level of support getting from last 2-3 days,-0.375
10,app,Your App launch with Many Many Many errors and bugs. Tata must study on competitors app like Paytm phone pay etc. Can't expect such poor app from Tata. It's Super flop app.,0.2388888888888889
10,app,The app/website just does not work. I had 2 payment failures already. I will not recommend this to any friend.,0.0
10,app,Fraud app and no mechanism for comaplaints.,0.0
10,app,The application is very slow,-0.39000000000000007
10,app,Pls don't need this app . i got payment debited but still I didn't get phone main thing I'm talking with customer care he said for 7 working days . no phone money debited again need to wait for 7 days for refund why should all these headache just becoz of this app. pls don't make customer fools. becoz you don't know that how that money come from just simply 7 days it's easy but what about customer choice that phone is important for him can't even think for customer side . simply technical issues all those stupid stuff. why should i need to msg all for this . just becoz tata companies _/\_ pls don't spoil true legends names. will you help me out for this transaction,0.07857142857142858
10,app,I bought a laptop they payment was approved by Tata Neu app said transaction failed. I chatted with customer care and shared screenshot of transaction and then he confirmed that there is a technical issue on the side of Tata Neu.,-0.033333333333333326
10,app,I was a BIG hopeful and promoted the new TATAneu app but this app is not ready for market . Not at all . Not expected from TATA,0.021590909090909088
10,app,Improve the app and service faster,0.0
10,app,Lot of improvement needed for the app especially the integration with related companies. Also no UPI Option is a huge let down.,0.06111111111111112
10,app,Ur not responding properly I lost around 5777 rs by useing ur app i Don't know weather it will be refunded or not 5000 in UPI and 777 in bil payment to mescom,0.0
10,app,"Its been more than 72hrs no resolution for my query instead asking again 72hrs, app needs to be improved a lot",0.5
10,app,My issue is not yet resolved and the ticket is closed I am not able to register on Tata neu app,-0.175
10,app,I HAVE BEEN USING TATANEU FROM PAST 4 TO 5 MONTHS. Tata Neu is getting stuck/Hanged a lot . it taking time to load . please work on it . It is very beneficial app. but its affecting the enjoyment of surfing and shopping because of slowing and loading issues,-0.024999999999999994
10,app,"Happy with customer support executive, resolved my issue. Got back my neucoins, awaiting payment reversal. Unhappy with failed transaction, no info on why transaction failed, if this is going to happen again with neucoins, why would I use neu app.",-0.15999999999999998
10,app,"Never got a response from the customer representative. No message or intimation of what will happen to the transaction amount (will it be refunded, I hope it will, in how many hours/days/weeks, no message) I am completely in the dark about the status. Very disappointed.",-0.13125000000000003
10,app,"My first transaction is gone bezerk , I tried buying groceries but my payments are just failing it has happened twice now.",0.25
10,app,"Never i would recommend, atleast at this initial raw stage where payment gets debited from your account but never gets reflected in the app, then u need to for a week to get back your money",-0.07692307692307693
10,app,"The customer service needs to have a better knowledge , understanding of the offers that have been advertised. It is not the onus of the customer to prove what offers are currently advertised. They should be made aware. However the overall experience was good and i love the presentation of the app",0.26875
10,app,So much disappointed with app profile details edit,-0.75
10,app,Useless app,-0.5
10,app,extremely disappointed that you closed my ticket without my consent,-0.425
10,app,The customer service execute and your online chat app window both neeeds IMPROVEMENT,0.0
10,app,My issue didn't resolve yet. Didn't receive the refund for the technical issues of tata neu app. Worst app ever. No call received from the customer care executive,-0.5
10,app,"Your customer care services are too good ,but please make more updates in neu app , specially add light mode too .",0.4892857142857143
10,app,I have done recharge of Rs. 437 to tata sky through tata neu app but the transaction showing is pending. The money has been debited from my account. However today customer care is telling me that my transaction is successful which is incorrect as it is not showing in app. It is marked pending. I have made recharge through Amazon pay then only I am able to watch tv. My issue needs to be resolved.,0.3375
10,app,It is nice opportunity. Thank you giveing me . very fast approval & best customer care service,0.62
10,app,"No one called, very poor and bad response both customer care team and app",-0.6099999999999999
10,app,Tata neu app many lapse right now so i dont recommend friends nd family overall this customer executive is good listner,0.37142857142857144
10,app,"We have booked one order and we did not get that order delivered by big basket , where as order directly placed via big basket how ever that order did not deliver Later we cancelled reimbursement was not received just because I have recommended this app , I have paid all the refund to the one who booked in this worst and customer service has no idea what's going on",-0.18
10,app,He not give me proper answer I m asking about my neu coins my purchase date is before launch date that time we gate 5% neu coins from both place store & application but he told me other options,-0.0625
10,app,"Loyalty programs have been there for long. Tata digital has been in the works for long and you have also been taking help of Bain and other consulting firms. It is very surprising that inspite of these, rewards, in this case airline, are not well structured , even after being designed and implemented by orgs serving global customers. Disappointed. Hope to see a better version soon.",0.05437499999999999
10,app,Very slow app not look like Tata,-0.39000000000000007
10,app,Simple request for return of Product is placed on the day of delivery still no one is looking into it. For processing return request why so much time required. Other App allowing Returns without Questions & very fast process of refund/replacement. I was expecting Tata will give competition to these foreign companies but my first experience is totally disappointing.,-0.019999999999999993
10,app,Wonderful app but discontinue other subsidiary apps,0.4375
10,app,Poor app experience,-0.4
10,app,application is good but it lags and freezes. also i am not able to understand how does my mobile number reflect my mother's name. its getting pre populated from some other associated application and not letting the user make the necessary change is troublesome.,0.08124999999999999
10,app,The call never even happened. How do you guys close the complaint without calling the customer.,-0.3
10,app,"Very bad experience, not happy because the issue is still unresolved.",-0.6549999999999999
10,app,"Even to change my profile name, tata neu executives are asking for my PAN Card or Aadhaar card copy which I feel gross violation of my privacy. I would neither use nor recommend this app to others",0.0
10,app,"Need to improve more for smooth payment like individual app i. e. bigbusket ,1 mg etc",0.3
10,app,Complete details are not listed on app. Please update the correct details,0.1
10,app,You ask me to share a screenshot of the app. Is this Tata Digital or a joke. The app does not allow to take a screenshot on the UPI screen. Please use the app yourself first. Don't be in a hurry to close the tickets without resolving the problem.,0.125
10,app,The app experience has to be smooth. Payment through Tata pay via BB app has been working very well but today when I tried ordering from Neu app it didnâ€™t work.,0.30000000000000004
10,app,I want to apply for personal loan but getting error again & again from last 8 days,0.0
10,app,Loving the app and amazed the way the customer service agent addressed the problem,0.6
10,app,I'm not happy with the resolution.,-0.4
10,app,Very bad experience all of sudden you all have changes terms and conditions i have done a shopping from bigbasket app but i didn't got any neo coin where earlier i used to get,-0.3033333333333333
10,app,I am very happy with quick service,0.6666666666666666
10,app,Good app but some technical glitches. common for new app. overall good,0.20606060606060606
10,app,Very much happy with the support,0.8
10,app,extremely dissappointed. Neu is not prepared yet. failures on multiple fronts. only bill payment worked fine. please relaunch post perfecting. we expect a lot from Tata :-),0.15833333333333335
10,app,excellant approach and issue resolving capacity shown by Executive especially Abhishek and Shradha,0.0
10,app,Superb app.,1.0
10,app,I think there is a need for improvement in the portal service. The app was getting hanged a couple of times.,0.0
10,app,Either it is issue with app or customer service person but the responses are quite delayed,0.0
10,app,"You made so much hype about this app, you said you will initially test it only with employees and their refeerrals. But now you say it is still not ready. And if you knew that this is a known issue, then why did you previously say to clear the cache and send screenshot.",0.005555555555555561
10,app,I happy to use Tata Neu app. Because Tata Neu Services and customer support Team is Very Good and Apart from me I have also taught 2 people to use Tata Neu App.,0.855
10,app,I cancel my order but not help your site I very disappointed,-0.9750000000000001
10,app,"If the app can not handle tata group's own business transactions, then what is the point in launching this app.",0.6
10,app,Though I did not get any resolution however giving a positive rating as the application Is from the house of TATA & the advisor could not provide any resolution due to process limitations.,0.05113636363636363
10,app,My issue was not resolved. Tried multiple attempt but the app is not user friendly. I wanted to exchange my shirt what I have ordered due to size issue but there was no option available so I had to return it.,0.1625
10,app,Superb app more than others online app it's different and help full for middle class people,0.37
10,app,Good Experience and very professional approach,0.415
10,app,Mr Richard has no idea about 1% for under the question. Please appointment good train employee for chat care requesting to you please,0.7
10,app,"your app works to slow . . much slower than Google pay and phone pay, do some about it my friend, I want to use it, but it buffer a lot. I was at the petrol station in the morning, I don't know why app's QR scanner was not working at all, it couldn't scan the QR code.",-0.05000000000000002
10,app,"I placed an order on the Tata Neu app, payment got debuted but the orders is not showing confirmed nor have I received delivery of the same",0.2
10,app,"I trust on TATA , so I am now slightly disappointed because of my payment",-0.75
10,app,Awaiting to enable TATA NEU app Globally,0.0
10,app,For 4th Question I choosed 5 Rating because Overall Experience is somewhat good. However Payment section is very much confusing. Mode of payment automatically becomes COD is weak point of application (as per me). Also Along with Tata Pay other options such as Gpay should be given. Eagerly waiting for Tata Pay App.,-0.016666666666666673
10,app,Very good app,0.9099999999999999
10,app,Issues was yet to address the app directly log out me also the issues is still pending,0.1
10,app,"Toll Free No. is Stich off, Whats app is not helpful . on this stage i can't recommend to my Friends , colleague & Family",0.4
10,app,"The app response was very very slow I had to spend 2hr to book one order, it needs lots of improvement.",-0.39000000000000007
10,app,Very poor app and very poor customer support.,-0.52
10,app,Pathetic experience with regards to Qik loan. I regret applying for it.,-1.0
10,app,I contacted 2 times. Both executives asked me to wait for 2 mins and they didnâ€™t come back after that. Nothing more disappointing and disrespectful than this.,-0.033333333333333326
10,app,App has a lot of bugs. Makes it very irritating at times while using the app,-0.52
10,app,Customer service needs much training. They r putting calls on long hold and have no knowledge on queries. What the app says and what the service member state are contradicting. Much improvement needed on this front.,0.11666666666666668
10,app,Using this app for the first time itself a disaster,0.25
10,app,"I really want to use everything made in India where I can. However the experience was very very bad. With the delivery partner reaching the wrong address, calling me to tell that the order has been cancelled. To then reaching the chat on Tata Neu app (which by the way is very buggy right now.) to receive confusing updates. I have messages saying that the order will be delivered on 18th April while the Neu App. showing that the order stands cancelled. Don't know what to accept.",-0.17071428571428568
10,app,"Your apps experience Good but light bill, telephone bill, postpaid bill, Insurance premium, Money transfer, Book my show and PVR, bus booking, Mobile recharge, DTH all services available and cash back offer total service your tata neu apps",0.3
10,app,"There is a serious process issue. It has happened thrice to me. When is use Neu coins, the payment fails but my credit card is debited. Need to fix it before customers lose trust. Serious issue. Pls work on war footing.",-0.38888888888888884
10,app,I am unable to pay through TaTa neu app at BPCL petrol pump,-0.5
10,app,I complained on 11 th and spoke to sneha bhondve now it is more than 72 hours no one can find my order I didn't get my 5 per cent neucoins I ordered from tataneu app but no benefit I didn't get my 34 neucoins and waste of time chatting again and again for same issue again another 24 hours. App is full of glitch.,0.06999999999999999
10,app,Query was not clarified and misinformation about neu coins that you get minimum assured coins on transactions via tata neu app or web. The customer service agent was not aware of the fact written in faq that neu coins are assured on all transactions via tata neu app,-0.125
10,app,Fake app,-0.5
10,app,Disruption. the agent was checking on the details but disappeared or the session was disconnected. The issue is not resolved,0.0
10,app,"It seems there are a few bugs in the system which remain to be addressed. Here are 2 of them - 1. The app does not allow to manually update the address. In my case the GPS locator continued to wrong address of an adjacent building and the did not allow me to update it manually. 2. The DOB field asks me to add the date in in yyyy-mm-dd hh:mm:ss format . There could be many more but I was stuck with these basic ones and wanted to raise a ticket for the same. But, helpdesk kept asking me to send screenshot.",0.05000000000000001
10,app,"Though the App integrates all Tata Brands, operational integration to meet even the current standards (and hence customer expectation) is a long way. Case in point: Big Basket allows to order upto 10 pm ist and still deliver next day morning at 6 am. It does not happen when ordering the same on Tata Neu, though it says, rather claims its powered by Big Basket. If that was the case, I, as a customer, would have seen the same service levels. Will continue to experiment and hope that the current service levels are maintained at the very least.",-0.04888888888888889
10,app,The app is completely slow and it's taking much more time to open a page and it's not simple to use,0.04999999999999999
10,app,"I visited the Croma store at Vasant Kunj to purchase two Voltas Air Conditioners. I requested the bill to be made with my GST so I could claim the benefit. While making the bill I was informed that they couldn't enter my full name as the records, entered by someone at a Croma store while making a purchase earlier, had been registered with just my surname. What started then was a process that would put even the most leaden-footed bureaucracies to shame. First I was told to download the TATA Neu app and asked to change my name there. When the app didn't respond, I was informed that it takes only three characters and the name will have to be changed by calling customer care. I called customer care and had Mr. Mahesh attend the call who was very receptive. He asked me to email my Adhar Card and then issued me a ""ticket"". This email was sent at 7 PM and at 12.54 AM I received an email from Mr. Amit Shah asking me to send a Government Approved ID. This was most strange as this email was in response to the email in which I had sent the Adhar Card as an attachment. On calling customer care I was told by Ms. Simran that the Adhar card had not been received. When I asked her to check the mail trail she acknowledged the fact that the Adhar Card was indeed there. This entire episode highlights alarming lacunae in the processes followed by Croma and the TATA team. First was the sheer laziness on part of the Croma employee who did not fill in my details in the records properly thus putting the onus completely on the customer, namely me, to get the mistake rectified. The second more appalling one was how two different executives from customer service FAILED to notice the attachment sent delaying the rectification further.",0.08249999999999999
10,app,"I visited the Croma store at Vasant Kunj to purchase two Voltas Air Conditioners. I requested the bill to be made with my GST so I could claim the benefit. While making the bill I was informed that they couldn't enter my full name as the records, entered by someone at a Croma store while making a purchase earlier, had been registered with just my surname. What started then was a process that would put even the most leaden-footed bureaucracies to shame. First I was told to download the TATA Neu app and asked to change my name there. When the app didn't respond, I was informed that it takes only three characters and the name will have to be changed by calling customer care. I called customer care and had Mr. Mahesh attend the call who was very receptive. He asked me to email my Adhar Card and then issued me a ""ticket"". This email was sent at 7 PM and at 12.54 AM I received an email from Mr. Amit Shah asking me to send a Government Approved ID. This was most strange as this email was in response to the email in which I had sent the Adhar Card as an attachment. On calling customer care I was told by Ms. Simran that the Adhar card had not been received. When I asked her to check the mail trail she acknowledged the fact that the Adhar Card was indeed there. This entire episode highlights alarming lacunae in the processes followed by Croma and the TATA team. First was the sheer laziness on part of the Croma employee who did not fill in my details in the records properly thus putting the onus completely on the customer, namely me, to get the mistake rectified. The second more appalling one was how two different executives from customer service FAILED to notice the attachment sent delaying the rectification further.",0.08249999999999999
10,app,Chat response of the representative was not visible on the app. Also when the user types more than a line of text the text box width does not increase,0.5
10,app,It takes a lot of time before money reaches the concerned quarters. Needs to drastically reduce it. Since it is a new app i shall give it more time to stabilise its operations,0.3181818181818182
10,app,Tata pay doesnâ€™t work in app,0.0
10,app,Highly unappreciative,0.16
10,app,Highly unappreciative,0.16
10,app,I'm unhappy,-0.6
10,app,Very bad experience the Tata neu app.,-0.9099999999999998
10,app,App clearly mention 5% assured neu coin if you puchased through neu app. I did transaction through neu app not through croma app. But consider just 3 coins is faulty.,0.10000000000000002
10,app,The experience of your customer care is really nice. The staff was really cooperative and had helped me out to sort out my issue. It is really great to use your app. Thank you. Look forward to further cooperation,0.4
10,app,Highly unappreciative,0.16
10,app,Because doesn't work properly so i didn't recommend any one to use this app.,0.0
10,app,You need to work on the app to make it world class. Nowhere near to what consumers are used to with other shopping apps,-0.012499999999999997
10,app,Everything is good but Tata app is bad experience I can't apply EMI card,5.551115123125783e-17
10,app,"I was very eager to use the new app. however, my experience was not a happy one. My first recharge didnâ€™t go through and the money was also deducted. I also observed various bug and latency issue in the app. I am using ios phone.",0.03727272727272727
10,app,You just made it khicdi payment app which is not user friendly and design interface is very bad. Don't make it khichdi we not aspect from TATA,-0.2674999999999999
10,app,I think the app is very buggy and slow. The UI UX is sub par. If you check Big Basket or Cliq Luxury the UI UX is far superior. The â€œNâ€ logo is really big when it comes up during searches or redirects. There doesnâ€™t seem to be a flow of things. A lot of work is required right now. The CS chat was slow. The representative took. Long time to get back.,0.06357142857142856
10,app,Inspiite of several complaints my problem is not solved and I am not able to place any order on your app,-0.125
10,app,"I think yoy should take time to update your app. It takes ages to transfer money, the executives on chat unable to resolve issues. So are the executives manning customer care email. Zero problem solving capacity. It is bringing bad name to you as of now.",-0.5999999999999999
10,app,"Received call from mobile no 9111458548 at around 6.55 pm on 16.04.2022 and he said to me that i am getting the call closed of your however the goods will be delivered late to night, but nothing happen. Then around 06.57 pm received another call from 011244577350 that your phone is unanswered hence the goods are not being delivered to you. Its my first experience with TATA NEU which i could nor relish. Just sharing my experience so that other customers should not bear the brunt of it and TATA NEU should sail to new heights.",-0.03977272727272727
10,app,"Since the launch of the app. I have not been able to purchase anything from any of the Tata's brand like Bigbasket, TataCliq, IHCL. I have already raised an issue with the customer care team and asked me to wait for 72 hours but still hasn't been solved. I have been Tata's customer for around 20 years and there have been very few occasion where I have been let down by the team. I really hope that they get to the bottom of this and solve this issue asap.",0.0711111111111111
10,app,"Iam very upset with Tata Neu, i used to earn good number of coins while using BB app. Now it has suddenly stopped stating i need to buy through Tata Neu. was there any communication. i have placed 2 orders 1632/- and 1225/- where i was supposed to earn 10% extra neu coins. I received a message that 10% additional coins would be added to my account. Now i have received a message that it was wrongly stated i will not be getting the coins . is this a joke.",0.07999999999999999
10,app,Worst ever experience facing with the app from the day one still nothing got improved. I am a Tata product user for very long time. But going to delete the app .,-0.5325
10,app,Very Happy With the way the App is customized.,1.0
10,app,"1st Transaction with your app and i landed in trouble and now will have to payment due charges also because of your app. Also, your team does not have clue where my money is pending and when it will be refunded Despite of sharing everything they have not done anything from past 48 hours",-0.19166666666666665
10,app,"very disappointed , not expected from a Tata group company",-0.4625
10,app,"Tata brand doesnâ€™t need to get into coercive methods to ensure stickiness for its brand, so itâ€™s disappointing that you are resorting to it. Eg ok 1MG why would you force users to pay through your wallet only instead of usual gpay to be able to avail neu coins redemption. Also if I want to exit as a customer out or Tata neu you donâ€™t even have a process that ensures my data is deleted at your end nor does your team know anything about it",0.030000000000000006
10,app,"I performed the necessary transaction on BigBasket via TataNeu app for 1200+ amount. And as per the listed promo on app, I expect 10% Tata Neu coins to be credited in my account, but I got ZERO for now. And worst there's no explanation for it.",-0.5
10,app,I purchased a phone from tata croma at 24th of march . At that time the store manager promised me if i take the phone i will get cash back from tata neu in 16 days . I was fake marketed by tata croma to make the bill . It was not the way to do the sales . Now they are telling at that time tata neu app was not active . I had many other options to buy electronics. But i preferred tata croma . Because i was trusted for the reputation. But this is very wrong . To mislead the customer with fake promises . Never expected this from a tata enterprise,-0.14479166666666668
10,app,Was extremely disappointed with the resolution he tried to give. he wasnâ€™t sure what he was talking about and started conflicting his words and later started apologizing. why tata neu cs team trying to waste consumers time like this. extremely disappointed,-0.24
10,app,The Neu app needs a lot of improvement to be user friendly,0.375
